pitcher,player_name,pitch_type,stuff_plus_career,total_pitches
678394,"Bello, Brayan",FC,105.4,593
677944,"Cecconi, Slade",CH,105.4,319
801139,"Tolle, Payton",CU,105.4,63
542585,"Cisnero, José",FC,105.4,291
680704,"Sandlin, Nick",SI,105.4,713
669456,"Bieber, Shane",FC,105.4,1213
592346,"González, Chi Chi",CU,105.4,81
680732,"Burke, Sean",FF,105.4,1575
680570,"Rodriguez, Grayson",ST,105.3,305
650911,"Sánchez, Cristopher",SI,105.3,4517
669199,"Bachar, Lake",ST,105.3,444
669735,"Rodriguez, Chris",CU,105.3,122
676714,"Hughes, Brandon",FF,105.3,663
682243,"Miller, Bryce",FC,105.3,63
688107,"Gasser, Robert",FF,105.3,130
519076,"Nelson, Jimmy",KC,105.3,180
669459,"Nelson, Kyle",ST,105.3,72
672335,"Pérez, Cionel",FF,105.3,1207
592169,"Brice, Austin",FF,105.3,121
670288,"Fishman, Jake",SL,105.3,68
686973,"Varland, Louis",KC,105.3,794
623149,"Sewald, Paul",ST,105.3,2001
660623,"Ynoa, Huascar",CH,105.3,98
806185,"Birdsong, Hayden",CH,105.3,457
656288,"Canning, Griffin",CH,105.3,1865
681869,"Dubin, Shawn",ST,105.3,173
608334,"Fulmer, Carson",FC,105.3,106
663558,"Morán, Jovani",FC,105.3,81
624133,"Suarez, Ranger",SI,105.2,4196
502706,"Holland, Derek",FF,105.2,82
605195,"Crick, Kyle",SL,105.2,424
605463,"Scott, Tayler",FF,105.2,850
686228,"Burgos, Juan",ST,105.2,70
682171,"Murfee, Penn",ST,105.2,754
518489,"Brasier, Ryan",FF,105.2,1263
641154,"López, Pablo",FF,105.2,4530
656638,"Lange, Alex",SL,105.2,1047
688642,"Agnos, Zach",FC,105.2,342
687924,"Aguiar, Julian",SL,105.2,95
668933,"Ashcraft, Graham",FC,105.2,3551
657093,"Watkins, Spenser",FC,105.2,754
523260,"Kelly, Joe",FF,105.2,297
571676,"Frankoff, Seth",SL,105.2,78
676220,"Elledge, Seth",SI,105.2,153
687362,"Gillispie, Connor",FC,105.2,117
596133,"Weaver, Luke",FF,105.2,3689
687377,"Ribalta, Orlando",CH,105.2,105
682051,"Hill, Garrett",FF,105.2,591
680767,"Vodnik, Victor",CH,105.2,555
605130,"Barlow, Scott",CU,105.2,1586
702273,"Schultz, Noah",FF,105.1,162
657649,"Koenig, Jared",SI,105.1,1538
694350,"Brzykcy, Zach",FF,105.1,303
468504,"Chacín, Jhoulys",FC,105.1,437
642073,"Sherfy, James",FF,105.1,81
669912,"Snead, Kirby",FF,105.1,111
621053,"Ferguson, Tyler",FC,105.1,219
676265,"Abbott, Cory",FF,105.1,959
657585,"Garrett, Reed",FF,105.1,389
664285,"Valdez, Framber",FC,105.1,130
668909,"Williams, Gavin",FC,105.1,697
663752,"Morris, Cody",FF,105.1,252
594311,"Gustave, Jandel",FF,105.1,58
656061,"Abreu, Albert",SL,105.1,724
664126,"Fairbanks, Pete",FF,105.1,2068
663903,"Singer, Brady",ST,105.1,581
450203,"Morton, Charlie",FC,105.1,1216
695445,"Lee, Chase",ST,105.0,199
669724,"Hanifee, Brenan",SI,105.0,976
543339,"Hudson, Daniel",SI,105.0,54
641627,"Gott, Trevor",FF,105.0,461
647315,"Pop, Zach",SI,105.0,1894
664062,"Gonsolin, Tony",FS,105.0,1416
676467,"Gordon, Colton",ST,105.0,455
682274,"Hiraldo, Yaramil",SL,105.0,82
608678,"Leone, Dominic",FF,105.0,1138
683627,"Molina, Anthony",CH,105.0,340
683232,"Mears, Nick",FF,105.0,1750
672456,"Montero, Keider",SL,105.0,912
670955,"Uceta, Edwin",FC,105.0,334
669395,"Coleman, Dylan",SL,105.0,161
665645,"Castro, Kervin",FF,105.0,293
596082,"Reed, Jake",SI,105.0,193
596071,"Peters, Dillon",FF,105.0,299
681217,"Silseth, Chase",ST,105.0,364
622098,"Smith, Drew",SL,105.0,501
686973,"Varland, Louis",SI,105.0,66
702352,"Bivens, Spencer",ST,105.0,280
608723,"Voth, Austin",CU,105.0,1192
642121,"Sulser, Cole",FF,105.0,1322
680885,"Schwellenbach, Spencer",SL,105.0,660
664202,"Cyr, Tyler",CH,105.0,75
690990,"Horton, Cade",CU,104.9,174
640455,"Manaea, Sean",SI,104.9,3905
650893,"Cabrera, Génesis",FF,104.9,1490
669308,"Reynolds, Sean",FF,104.9,366
641401,"Brogdon, Connor",FF,104.9,1426
621294,"Heller, Ben",CH,104.9,55
502706,"Holland, Derek",SI,104.9,391
628317,"Maeda, Kenta",SL,104.9,1481
572703,"Bard, Luke",FF,104.9,83
656686,"Martin, Corbin",CU,104.9,137
592779,"Stewart, Brock",FC,104.9,205
621107,"Eflin, Zach",ST,104.9,498
669387,"Mlodzinski, Carmen",FC,104.9,257
670102,"Francis, Bowden",FF,104.9,1716
664208,"Maton, Phil",ST,104.9,1023
680689,"Richardson, Lyon",FF,104.9,274
696131,"Black, Mason",SL,104.9,61
594580,"Moll, Sam",SI,104.9,1190
686747,"La Sorsa, Joe",ST,104.9,259
663804,"Kowar, Jackson",SL,104.8,331
554430,"Wheeler, Zack",FC,104.8,2572
647336,"Soroka, Michael",FF,104.8,1693
689958,"Walters, Andrew",SL,104.8,63
544365,"Banuelos, Manny",CH,104.8,72
656546,"Hoffman, Jeff",FS,104.8,1102
696270,"Johnson, Ryan",FC,104.8,225
669387,"Mlodzinski, Carmen",CU,104.8,237
446372,"Kluber, Corey",FF,104.8,61
666159,"Manning, Matt",ST,104.8,748
801403,"Dollander, Chase",CH,104.8,231
656529,"Hentges, Sam",CU,104.8,972
650496,"Mejía, J.C.",SL,104.8,325
689254,"Fluharty, Mason",ST,104.8,573
683568,"Iriarte, Jairo",FF,104.8,63
605309,"Kela, Keone",CU,104.8,94
657265,"Strzelecki, Peter",SI,104.8,126
681293,"Arrighetti, Spencer",FC,104.8,577
668676,"Plesac, Zach",SL,104.8,1249
642048,"Saucedo, Tayler",ST,104.8,159
502171,"Cobb, Alex",KC,104.8,1025
688297,"Roycroft, Chris",SI,104.7,463
666661,"Morillo, Juan",CH,104.7,160
606930,"Barnes, Jacob",FF,104.7,1172
663893,"Little, Brendon",KC,104.7,826
641302,"Alexander, Tyler",ST,104.7,883
656731,"Megill, Tylor",SI,104.7,391
676395,"Garcia, Robert",CH,104.7,779
680732,"Burke, Sean",FC,104.7,58
595928,"Curtiss, John",SL,104.7,471
622088,"Antone, Tejay",SL,104.7,170
676571,"Poulin, PJ",CH,104.7,171
542914,"Bass, Anthony",SL,104.7,1214
657508,"Baumann, Mike",KC,104.7,738
687570,"Prielipp, Connor",SL,104.7,180
685326,"Brown, McCade",SL,104.7,97
608566,"Márquez, Germán",SL,104.7,1682
672841,"Vargas, Carlos",SL,104.7,209
605441,"Ríos, Yacksel",SL,104.7,112
656803,"Norwood, James",FS,104.6,150
676702,"Stratton, Hunter",FF,104.6,433
695549,"Jobe, Jackson",CU,104.6,69
607237,"Garrett, Amir",SI,104.6,178
663436,"Martin, Davis",CH,104.6,1010
642152,"Trivino, Lou",SI,104.6,867
688138,"Evans, Logan",CH,104.6,163
664294,"Moreta, Dauri",FF,104.6,708
605397,"Musgrove, Joe",ST,104.6,318
613534,"Adams, Austin",FF,104.6,312
671382,"Foster, Cameron",FF,104.6,110
518858,"Jones, Nate",FF,104.6,81
519008,"McFarland, T.J.",SI,104.6,1210
456034,"Price, David",SI,104.6,580
656685,"Martin, Brett",CU,104.6,468
641682,"Hendrix, Ryan",SL,104.6,360
621076,"Kaprielian, James",SL,104.6,1189
676680,"Cosgrove, Tom",FF,104.6,273
691946,"Klassen, George",FF,104.6,105
687888,"Walter, Brandon",FC,104.6,337
656550,"Holmes, Grant",FC,104.6,434
677020,"Walker, Josh",SI,104.6,60
680742,"Bowlan, Jonathan",CU,104.6,70
608335,"Funkhouser, Kyle",SI,104.6,476
593423,"Montas, Frankie",FS,104.6,1901
657277,"Webb, Logan",SI,104.6,5546
800311,"Fuentes, Didier",FF,104.6,481
701643,"Hartwig, Grant",FC,104.6,112
668338,"Miller, Tyson",FF,104.5,661
594311,"Gustave, Jandel",SI,104.5,425
571479,"Bellatti, Andrew",SL,104.5,780
541640,"Ramírez, Erasmo",FF,104.5,57
663485,"Sands, Cole",FC,104.5,613
702281,"Snelling, Robby",CU,104.5,52
622554,"Domínguez, Seranthony",FS,104.5,263
702275,"Ritchie, JR",FF,104.5,116
475479,"Phelps, David",FC,104.5,340
679358,"Orze, Eric",FS,104.5,565
598287,"Ramirez, Noé",FF,104.5,531
543766,"Shaw, Bryan",CH,104.5,58
607455,"Banda, Anthony",FF,104.5,1161
669093,"Estrada, Jeremiah",FS,104.5,620
656557,"Houck, Tanner",SL,104.5,1507
690916,"Fitts, Richard",SI,104.5,66
545333,"Bauer, Trevor",ST,104.5,311
670167,"Schreiber, John",FC,104.5,428
681892,"Funderburk, Kody",SI,104.5,477
641743,"Kay, Anthony",SI,104.5,197
657140,"Wright, Kyle",FF,104.5,694
664299,"Javier, Cristian",CH,104.5,670
674370,"Bido, Osvaldo",FF,104.5,1310
607644,"Means, John",SL,104.5,320
570488,"Valdez, Phillips",CH,104.4,465
663770,"Evans, Demarcus",CU,104.4,77
571479,"Bellatti, Andrew",FF,104.4,633
606424,"García, Jarlín",SI,104.4,400
675512,"Melton, Troy",SI,104.4,86
657240,"Merryweather, Julian",FF,104.4,1103
664157,"Bergen, Travis",FF,104.4,163
541640,"Ramírez, Erasmo",CU,104.4,159
674944,"Guenther, Sean",FF,104.4,205
605463,"Scott, Tayler",ST,104.4,653
667755,"Soriano, José",KC,104.4,1709
642100,"Speier, Gabe",SI,104.4,961
684007,"Imanaga, Shota",FS,104.4,1862
676979,"Crochet, Garrett",SI,104.4,707
680730,"Parker, Mitchell",CU,104.4,1212
433589,"Petit, Yusmeiro",CU,104.4,147
622491,"Castillo, Luis",SL,104.4,3342
701542,"Warren, Will",ST,104.4,966
681892,"Funderburk, Kody",CH,104.4,87
683004,"Leiter, Jack",SL,104.3,978
518858,"Jones, Nate",SI,104.3,113
642585,"Bautista, Félix",SL,104.3,179
692285,"Guerrero, Luis",SL,104.3,124
622446,"Rodriguez, Jefry",CU,104.3,91
641394,"Brentz, Jake",CH,104.3,140
677952,"Ashcraft, Braxton",FF,104.3,650
607359,"Patton, Spencer",SL,104.3,326
607455,"Banda, Anthony",SL,104.3,1047
702056,"Yesavage, Trey",FS,104.3,358
677958,"Rocker, Kumar",FC,104.3,356
543101,"DeSclafani, Anthony",FS,104.3,129
690953,"Abel, Mick",CU,104.3,217
686651,"Stoudt, Levi",SL,104.3,77
593423,"Montas, Frankie",SI,104.3,2023
657031,"Taylor, Josh",SI,104.3,108
663556,"McClanahan, Shane",SL,104.3,1525
542914,"Bass, Anthony",SI,104.3,790
506433,"Darvish, Yu",FF,104.3,2261
685005,"Roa, Christian",SI,104.3,65
663687,"Harris, Hogan",SL,104.3,63
669854,"Blanco, Ronel",SL,104.3,1613
668674,"Erceg, Lucas",SL,104.3,858
675912,"Lowther, Zac",CU,104.3,89
642759,"Fernández, Julian",FF,104.3,99
669387,"Mlodzinski, Carmen",CH,104.2,90
656848,"Petersen, Michael",FF,104.2,602
656685,"Martin, Brett",SI,104.2,540
543606,"Odorizzi, Jake",CU,104.2,168
641329,"Baker, Bryan",FF,104.2,2005
657585,"Garrett, Reed",FS,104.2,563
657585,"Garrett, Reed",FC,104.2,622
593576,"Neris, Héctor",FS,104.2,1846
668820,"Kranick, Max",CU,104.2,145
668873,"Kilian, Caleb",SI,104.2,104
681293,"Arrighetti, Spencer",ST,104.2,449
592346,"González, Chi Chi",FC,104.2,144
676477,"Whitlock, Garrett",FF,104.2,315
663559,"Falter, Bailey",FF,104.2,3118
502179,"Espino, Paolo",CU,104.2,971
506433,"Darvish, Yu",CU,104.2,699
671737,"Bradley, Taj",FS,104.2,1406
658551,"Fernández, Junior",SL,104.2,195
572070,"Richards, Garrett",CH,104.2,406
805123,"Blubaugh, AJ",ST,104.2,235
594987,"Sadler, Casey",FC,104.1,236
641927,"Ober, Bailey",FF,104.1,4581
686752,"Pepiot, Ryan",CU,104.1,147
642003,"Reed, Cody",SL,104.1,55
608372,"Sugano, Tomoyuki",FS,104.1,795
596133,"Weaver, Luke",FC,104.1,745
681895,"Sisk, Evan",SI,104.1,228
683004,"Leiter, Jack",CU,104.1,400
664161,"Swarmer, Matt",SL,104.1,388
677651,"Garcia, Luis",CH,104.1,523
656427,"Flaherty, Jack",KC,104.1,2430
669387,"Mlodzinski, Carmen",FF,104.1,1504
475479,"Phelps, David",FF,104.1,398
542888,"Armstrong, Shawn",FF,104.1,1638
656271,"Burke, Brock",SL,104.1,1016
656986,"Sousa, Bennett",SL,104.1,689
657006,"Steele, Justin",CU,104.1,200
621139,"Kriske, Brooks",FS,104.1,278
672582,"Zerpa, Angel",SL,104.1,790
694973,"Skenes, Paul",SI,104.1,474
702275,"Ritchie, JR",FC,104.1,55
808967,"Yamamoto, Yoshinobu",SL,104.1,235
669684,"Murphy, Chris",SL,104.1,386
542947,"Bleier, Richard",SL,104.0,207
668968,"Crouse, Hans",SI,104.0,217
547184,"Kelly, Michael",SL,104.0,158
571710,"Givens, Mychal",CH,104.0,521
663738,"Lynch IV, Daniel",CH,104.0,1308
640455,"Manaea, Sean",ST,104.0,1501
676684,"Vest, Will",FF,104.0,2868
674370,"Bido, Osvaldo",SL,104.0,1053
593833,"Suero, Wander",FC,104.0,778
595881,"Beede, Tyler",SI,104.0,255
621383,"Banks, Tanner",SL,104.0,1498
622251,"Staumont, Josh",CU,104.0,706
666201,"Manoah, Alek",FF,104.0,2324
666200,"Luzardo, Jesús",SL,104.0,2408
458708,"Tomlin, Josh",FC,104.0,381
573186,"Stroman, Marcus",FC,104.0,1471
592222,"Claudio, Alex",CH,104.0,139
605280,"Holmes, Clay",FC,104.0,289
608638,"Chargois, JT",SL,104.0,1180
606625,"Moronta, Reyes",FF,103.9,340
693686,"Miles, Spencer",CU,103.9,126
691799,"Taylor, Grant",CU,103.9,246
621248,"Garza Jr., Ralph",SL,103.9,269
672710,"Contreras, Roansy",SL,103.9,1312
661309,"Martinez, Adrián",SL,103.9,388
666168,"Thompson, Mason",SI,103.9,1200
606965,"Devenski, Chris",CH,103.9,892
701719,"Samaniego, Tyler",ST,103.9,53
683175,"Phillips, Connor",ST,103.9,569
668873,"Kilian, Caleb",SL,103.9,70
656638,"Lange, Alex",CH,103.9,516
656322,"Coonrod, Sam",SL,103.9,107
669199,"Bachar, Lake",FF,103.9,653
519242,"Sale, Chris",FF,103.9,3522
605195,"Crick, Kyle",SI,103.9,107
670059,"Holderman, Colin",SL,103.9,173
625643,"López, Reynaldo",FF,103.8,3407
701581,"Festa, David",SL,103.8,585
806960,"Morales, Luis",SI,103.8,63
671345,"Foley, Jason",SL,103.8,626
605538,"Wisler, Matt",SL,103.8,1414
458681,"Lynn, Lance",FC,103.8,2502
640470,"Alzolay, Adbert",SL,103.8,1435
640451,"Harvey, Hunter",CU,103.8,155
640448,"Finnegan, Kyle",FF,103.8,3936
669432,"Rogers, Trevor",FF,103.8,4141
657024,"Swanson, Erik",FF,103.8,1588
657006,"Steele, Justin",SL,103.8,2347
693312,"Nicolas, Kyle",CU,103.8,359
663969,"Phillips, Tyler",SI,103.8,686
519151,"Pressly, Ryan",FF,103.8,1500
647336,"Soroka, Michael",FC,103.8,132
650347,"Madero, Luís",SL,103.8,106
815083,"Farris, Mitch",CH,103.8,214
608372,"Sugano, Tomoyuki",FC,103.8,424
664682,"Meisinger, Ryan",SL,103.8,51
641835,"Mayza, Tim",SI,103.8,2865
668941,"Romero, JoJo",SI,103.8,1114
676917,"Cavalli, Cade",ST,103.8,124
641386,"Bowden, Ben",SL,103.8,124
678022,"Perkins, Jack",FC,103.8,90
680885,"Schwellenbach, Spencer",FS,103.8,460
676617,"O'Brien, Riley",SL,103.8,335
666277,"Soriano, George",CH,103.7,590
643410,"Leiter Jr., Mark",CU,103.7,764
669160,"May, Dustin",ST,103.7,1251
696147,"Bachman, Sam",CH,103.7,64
663423,"Thornton, Trent",SL,103.7,309
696136,"Wicks, Jordan",FF,103.7,635
671737,"Bradley, Taj",FF,103.7,3094
668390,"Winn, Cole",FC,103.7,224
543101,"DeSclafani, Anthony",FF,103.7,1026
676714,"Hughes, Brandon",SL,103.7,710
676661,"Lazar, Max",FF,103.7,497
668909,"Williams, Gavin",SI,103.7,373
680694,"Bradish, Kyle",SI,103.7,1502
684007,"Imanaga, Shota",ST,103.7,712
592866,"Williams, Trevor",FF,103.7,3611
521230,"Hendriks, Liam",CU,103.7,209
656186,"Altavilla, Dan",SL,103.7,114
592826,"Velasquez, Vince",FF,103.7,1708
605447,"Romano, Jordan",SL,103.7,2087
669704,"Strowd, Kade",FF,103.7,74
453286,"Scherzer, Max",FC,103.7,783
672710,"Contreras, Roansy",FF,103.7,1733
456501,"Cueto, Johnny",FF,103.7,1409
570632,"Ureña, José",SL,103.7,1828
594798,"deGrom, Jacob",CH,103.6,621
683742,"Franco, Jose",FF,103.6,139
621053,"Ferguson, Tyler",SI,103.6,328
543521,"McHugh, Collin",FC,103.6,1348
656212,"Barnes, Charlie",CH,103.6,191
676130,"Buttó, José",SL,103.6,608
657514,"Bernardino, Brennan",CH,103.6,104
672282,"Detmers, Reid",CH,103.6,756
660761,"Suarez, José",FF,103.6,2253
671345,"Foley, Jason",FF,103.6,141
702275,"Ritchie, JR",CU,103.6,123
501381,"Pineda, Michael",SL,103.5,648
690544,"Horn, Bailey",FF,103.5,145
650893,"Cabrera, Génesis",SI,103.5,885
579328,"Kikuchi, Yusei",FF,103.5,5798
477132,"Kershaw, Clayton",FS,103.5,95
642546,"Hernández, Jonathan",SL,103.5,857
674370,"Bido, Osvaldo",FC,103.5,246
642701,"Santana, Dennis",FF,103.5,834
571882,"Law, Derek",SL,103.5,748
669724,"Hanifee, Brenan",SL,103.5,312
690997,"McLean, Nolan",FC,103.5,157
701719,"Samaniego, Tyler",SI,103.5,124
624133,"Suarez, Ranger",CH,103.5,2406
554340,"García, Yimi",CH,103.5,283
656756,"Montgomery, Jordan",CU,103.5,2601
669165,"Hurt, Kyle",FF,103.5,137
686799,"Kochanowicz, Jack",CH,103.5,520
656794,"Newcomb, Sean",FC,103.5,540
571510,"Boyd, Matthew",FF,103.5,3004
656557,"Houck, Tanner",FS,103.5,1163
681190,"Vásquez, Randy",SL,103.5,56
641627,"Gott, Trevor",FC,103.5,638
678061,"Kerr, Ray",FF,103.5,390
679358,"Orze, Eric",FF,103.5,276
677952,"Ashcraft, Braxton",CU,103.5,495
595928,"Curtiss, John",FC,103.5,168
518553,"Cishek, Steve",SI,103.5,911
663623,"Irvin, Jake",FF,103.5,3184
663903,"Singer, Brady",FF,103.5,633
663658,"Ward, Thaddeus",SI,103.5,255
695380,"Hoppe, Alex",SL,103.5,110
543045,"Conley, Adam",SL,103.5,51
458681,"Lynn, Lance",SL,103.4,51
665734,"Felipe, Angel",SI,103.4,78
678906,"Teng, Kai-Wei",FF,103.4,301
607074,"Rodón, Carlos",SL,103.4,3802
622253,"Tate, Dillon",FC,103.4,240
663855,"Hicks, Jordan",FF,103.4,346
663623,"Irvin, Jake",FC,103.4,450
663554,"Mize, Casey",SI,103.4,1057
670245,"Watson, Ryan",SI,103.4,104
681911,"Vesia, Alex",SL,103.4,1639
543243,"Gray, Sonny",FF,103.4,3177
642100,"Speier, Gabe",FF,103.4,907
501625,"Alvarez, Jose",FF,103.4,121
623474,"Herget, Jimmy",FF,103.4,148
642701,"Santana, Dennis",SL,103.4,1667
668873,"Kilian, Caleb",FC,103.4,121
656786,"Mushinski, Parker",FC,103.4,162
623352,"Hader, Josh",CH,103.4,63
488984,"Hunter, Tommy",CU,103.4,102
573186,"Stroman, Marcus",CU,103.4,70
623485,"Goudeau, Ashton",CH,103.3,188
686752,"Pepiot, Ryan",SI,103.3,58
668674,"Erceg, Lucas",CH,103.3,687
669912,"Snead, Kirby",CH,103.3,55
656271,"Burke, Brock",FF,103.3,2376
623167,"Flexen, Chris",CH,103.3,1506
670102,"Francis, Bowden",CU,103.3,626
657508,"Baumann, Mike",FF,103.3,1363
548384,"Raley, Brooks",FF,103.3,68
628708,"Marte, Yunior",SL,103.3,835
657746,"Ryan, Joe",ST,103.3,1229
660261,"Fujinami, Shintaro",FC,103.3,226
660271,"Ohtani, Shohei",SL,103.3,258
641871,"Middleton, Keynan",CH,103.3,432
664849,"Young, Danny",SI,103.3,568
656186,"Altavilla, Dan",CH,103.3,107
608344,"Irvin, Cole",FC,103.3,413
607755,"Vasquez, Andrew",SL,103.3,806
702070,"Cameron, Noah",FC,103.3,631
664139,"Gibaut, Ian",ST,103.3,421
519043,"Moore, Matt",KC,103.3,990
663704,"McArthur, James",SL,103.3,277
678368,"Bellozo, Valente",FC,103.3,793
661309,"Martinez, Adrián",CH,103.3,501
681347,"Burrows, Mike",CH,103.2,637
670245,"Watson, Ryan",FF,103.2,126
681217,"Silseth, Chase",FC,103.2,74
572403,"VerHagen, Drew",FC,103.2,124
622251,"Staumont, Josh",SL,103.2,338
805123,"Blubaugh, AJ",FF,103.2,575
681799,"Roberts, Ethan",ST,103.2,445
543243,"Gray, Sonny",CU,103.2,2438
682052,"Lopez, Jacob",CH,103.2,327
605242,"Fulmer, Michael",FF,103.2,628
680570,"Rodriguez, Grayson",CU,103.2,468
702056,"Yesavage, Trey",SL,103.2,313
701656,"Henderson, Logan",FC,103.2,74
676508,"Casparius, Ben",ST,103.2,497
676604,"Zuber, Tyler",ST,103.2,148
656302,"Cease, Dylan",ST,103.2,326
690928,"Dobbins, Hunter",FS,103.2,81
552640,"Kittredge, Andrew",FF,103.2,338
689296,"Nunez, Anthony",ST,103.2,109
650960,"Duarte, Daniel",FF,103.2,152
690997,"McLean, Nolan",CU,103.2,239
686580,"Slaten, Justin",CU,103.2,166
694361,"Klein, Will",FF,103.1,517
681867,"Criswell, Cooper",ST,103.1,703
543037,"Cole, Gerrit",KC,103.1,1664
679883,"Avila, Luinder",SL,103.1,121
605154,"Brebbia, John",FF,103.1,1671
489265,"Romo, Sergio",SL,103.1,748
543351,"Jackson, Jay",FF,103.1,424
596057,"Norris, Daniel",FF,103.1,916
646241,"De Jesus, Enmanuel",FF,103.1,155
686613,"Brown, Hunter",FF,103.1,3721
677955,"Hill, Jaden",SL,103.1,242
666120,"Anderson, Ian",CH,103.1,1525
519326,"Strickland, Hunter",SL,103.1,1092
605280,"Holmes, Clay",ST,103.1,1172
642547,"Peralta, Freddy",SL,103.1,1509
669165,"Hurt, Kyle",CH,103.1,127
669270,"Kuhnel, Joel",CH,103.1,139
573204,"Thielbar, Caleb",CU,103.1,991
672841,"Vargas, Carlos",FC,103.1,172
669854,"Blanco, Ronel",CU,103.1,430
571578,"Corbin, Patrick",CU,103.0,50
675848,"Mejia, Juan",ST,103.0,566
674444,"Cruz, Steven",FC,103.0,238
501625,"Alvarez, Jose",CH,103.0,362
690928,"Dobbins, Hunter",SL,103.0,252
678821,"Peralta, Luis",FF,103.0,445
527054,"Teheran, Julio",FF,103.0,101
695243,"Miller, Mason",FC,103.0,73
605155,"Brewer, Colten",SL,103.0,106
694363,"Shuster, Jared",CH,103.0,679
664948,"Misiewicz, Anthony",FC,103.0,641
694297,"Pfaadt, Brandon",FF,103.0,2606
660853,"De Los Santos, Enyel",FF,103.0,2880
544365,"Banuelos, Manny",SI,103.0,161
434378,"Verlander, Justin",CH,103.0,581
650644,"Civale, Aaron",CU,103.0,2241
622663,"Severino, Luis",FF,103.0,3826
593423,"Montas, Frankie",FF,103.0,2637
668868,"Thompson, Zack",SL,103.0,311
656786,"Mushinski, Parker",CU,103.0,83
669704,"Strowd, Kade",ST,103.0,53
656793,"Nelson, Nick",CH,103.0,470
607200,"Fedde, Erick",ST,103.0,1684
607455,"Banda, Anthony",CU,103.0,80
592826,"Velasquez, Vince",SL,103.0,816
656354,"Davis, Austin",CH,103.0,179
592836,"Walker, Taijuan",ST,103.0,308
672841,"Vargas, Carlos",SI,103.0,754
656222,"Beeks, Jalen",FC,103.0,380
434378,"Verlander, Justin",SL,103.0,2476
685126,"Eisert, Brandon",FF,103.0,461
678906,"Teng, Kai-Wei",CU,102.9,137
641482,"Cortes, Nestor",FC,102.9,2485
813349,"Early, Connelly",SI,102.9,251
695076,"Lowder, Rhett",CH,102.9,247
681151,"Murray, Jayden",FF,102.9,169
680897,"Nastrini, Nick",SL,102.9,266
605483,"Snell, Blake",SL,102.9,1974
693312,"Nicolas, Kyle",SL,102.9,447
660261,"Fujinami, Shintaro",FF,102.9,791
657571,"Ferguson, Caleb",SI,102.9,358
657277,"Webb, Logan",FC,102.9,406
502154,"Britton, Zack",SI,102.9,274
448855,"Guerra, Junior",FF,102.9,215
607216,"Krehbiel, Joey",FC,102.9,333
687075,"Sproat, Brandon",CU,102.9,100
592848,"Weiss, Zack",ST,102.9,273
668964,"Myers, Tobias",FF,102.9,1542
571710,"Givens, Mychal",SL,102.9,444
622075,"Almonte, Yency",SI,102.9,491
806185,"Birdsong, Hayden",SL,102.9,544
608678,"Leone, Dominic",FC,102.9,760
621074,"Rucker, Michael",FC,102.9,311
543859,"Tonkin, Michael",SI,102.9,243
660813,"Graterol, Brusdar",FF,102.9,181
641154,"López, Pablo",SI,102.9,1112
663436,"Martin, Davis",SL,102.9,1139
543521,"McHugh, Collin",ST,102.9,1576
593619,"Tapia, Domingo",FF,102.9,324
544727,"Familia, Jeurys",SL,102.9,435
683232,"Mears, Nick",SL,102.9,789
687830,"Gipson-Long, Sawyer",CH,102.8,180
621368,"Hearn, Taylor",FF,102.8,1787
800311,"Fuentes, Didier",SL,102.8,112
676050,"Naughton, Packy",CH,102.8,248
434378,"Verlander, Justin",FF,102.8,5007
607231,"Gant, John",CH,102.8,443
656685,"Martin, Brett",SL,102.8,361
686610,"Waldichuk, Ken",FF,102.8,1779
657044,"Thompson, Ryan",SL,102.8,1238
657376,"Schmidt, Clarke",KC,102.8,1212
667297,"Nance, Tommy",CU,102.8,800
628452,"Iglesias, Raisel",FF,102.8,1852
605130,"Barlow, Scott",FF,102.8,1444
678394,"Bello, Brayan",CH,102.8,2158
645261,"Alcantara, Sandy",FF,102.8,2838
663485,"Sands, Cole",CU,102.8,592
571578,"Corbin, Patrick",CH,102.8,979
664991,"Wolfram, Grant",CU,102.8,73
642048,"Saucedo, Tayler",CH,102.8,350
571670,"Floro, Dylan",SL,102.8,814
640444,"Crowe, Wil",CH,102.8,780
805673,"Matthews, Zebby",FC,102.7,291
664054,"Stashak, Cody",SL,102.7,272
694918,"Tidwell, Blade",SI,102.7,58
687377,"Ribalta, Orlando",SL,102.7,197
669422,"Sauer, Matt",CU,102.7,53
669372,"Ginn, J.T.",SI,102.7,1415
607644,"Means, John",KC,102.7,380
669387,"Mlodzinski, Carmen",SL,102.7,461
675660,"Drohan, Shane",FF,102.7,131
643290,"Dunn, Justin",FF,102.7,681
669467,"Pallante, Andre",FF,102.7,4135
676664,"Sears, JP",SL,102.7,844
621363,"Poche, Colin",CU,102.7,204
656464,"Ginkel, Kevin",FF,102.7,2241
641656,"Hamilton, Ian",FF,102.7,448
656605,"Keller, Mitch",FF,102.7,4939
702193,"Morris, Andrew",ST,102.7,77
614179,"Ruiz, José",CH,102.7,358
614179,"Ruiz, José",SI,102.7,374
680885,"Schwellenbach, Spencer",SI,102.7,291
641482,"Cortes, Nestor",SI,102.7,61
681343,"Smith, Shane",CH,102.7,454
660853,"De Los Santos, Enyel",SL,102.7,1693
665854,"Oviedo, Luis",CU,102.7,128
700270,"Díaz, Yilber",SL,102.7,128
459429,"McGee, Jake",SL,102.7,201
552640,"Kittredge, Andrew",SI,102.6,1417
