pitcher,player_name,pitch_type,stuff_plus_career,total_pitches
596112,"Stephenson, Robert",FC,136.6,412
642207,"Williams, Devin",CH,133.6,2763
642585,"Bautista, Félix",SI,130.5,1661
623352,"Hader, Josh",SI,130.3,3396
621242,"Díaz, Edwin",SL,129.7,2033
666142,"Ragans, Cole",CH,128.1,1716
608371,"Sims, Lucas",FC,127.8,137
683618,"Henriquez, Edgardo",SI,127.7,181
660813,"Graterol, Brusdar",SI,127.1,1156
594798,"deGrom, Jacob",SL,126.4,2338
694819,"Misiorowski, Jacob",FF,126.0,1391
554430,"Wheeler, Zack",FF,125.8,6690
643511,"Rogers, Tyler",SI,125.6,3386
676508,"Casparius, Ben",FC,125.5,274
642528,"Loáisiga, Jonathan",SI,125.3,1720
592761,"Smith, Caleb",CH,124.5,578
695243,"Miller, Mason",FF,124.5,1694
676534,"Faucher, Calvin",FC,124.4,1100
676051,"Heuer, Codi",CH,124.3,217
676440,"Bibee, Tanner",FC,124.3,2402
661403,"Clase, Emmanuel",SL,124.1,1500
691799,"Taylor, Grant",FF,124.0,609
596112,"Stephenson, Robert",CU,123.7,151
544365,"Banuelos, Manny",CU,123.6,235
661403,"Clase, Emmanuel",FC,123.4,3446
642528,"Loáisiga, Jonathan",CU,122.7,550
547973,"Chapman, Aroldis",SI,122.3,988
801139,"Tolle, Payton",SI,122.3,129
594798,"deGrom, Jacob",FF,122.2,3095
666661,"Morillo, Juan",SI,122.1,173
686560,"Collyer, Gavin",FF,121.7,62
664747,"Díaz, Alexis",FF,121.7,2007
660604,"Rangel, Alan",CH,121.7,54
456713,"Bush, Matt",CU,121.6,396
593334,"Germán, Domingo",CU,121.5,1742
607644,"Means, John",CH,121.5,838
554430,"Wheeler, Zack",SI,121.3,2855
519076,"Nelson, Jimmy",SL,121.2,169
666711,"Peguero, Joel",SL,120.7,104
664854,"Helsley, Ryan",SL,120.6,1817
689690,"Jacob, Alek",FF,120.6,247
650911,"Sánchez, Cristopher",CH,120.4,3241
671305,"Otañez, Michel",SL,120.3,247
594798,"deGrom, Jacob",CU,120.3,234
656548,"Holloway, Jordan",SL,120.3,272
657585,"Garrett, Reed",ST,120.2,424
605400,"Nola, Aaron",KC,120.2,4739
500610,"Guerra, Deolis",CH,120.1,336
663556,"McClanahan, Shane",CH,120.1,1549
677952,"Ashcraft, Braxton",SL,120.0,602
679885,"Martinez, Justin",SL,120.0,255
605483,"Snell, Blake",CH,120.0,1651
669203,"Burnes, Corbin",FC,119.9,6911
688158,"Morgan, David",FF,119.9,364
656945,"Scott, Tanner",FF,119.9,2911
680570,"Rodriguez, Grayson",CH,119.9,888
607188,"Faria, Jake",FS,119.8,131
670970,"Morejon, Adrian",SI,119.7,1291
657044,"Thompson, Ryan",SI,119.7,2074
445276,"Jansen, Kenley",FC,119.7,3512
595345,"Okert, Steven",SL,119.6,2938
605194,"Cotton, Jharel",CH,119.6,463
622088,"Antone, Tejay",CU,119.6,188
687330,"Kelly, Kevin",SI,119.5,1703
643256,"Cimber, Adam",SI,119.5,943
676617,"O'Brien, Riley",SI,119.4,694
691587,"Pérez, Eury",CU,119.3,446
683618,"Henriquez, Edgardo",FC,119.3,53
681911,"Vesia, Alex",FF,119.1,3372
621345,"Minter, A.J.",FC,119.1,1555
608371,"Sims, Lucas",SL,119.1,281
608665,"Graveman, Kendall",CU,119.1,50
621242,"Díaz, Edwin",FF,119.1,2250
674384,"Núñez, Eduarniel",SL,119.1,88
519293,"Smith, Will",SL,119.0,1777
554340,"García, Yimi",FF,118.9,1654
608337,"Giolito, Lucas",CH,118.9,3164
641401,"Brogdon, Connor",CH,118.7,1405
545333,"Bauer, Trevor",FC,118.7,372
689958,"Walters, Andrew",FF,118.7,134
694795,"Ekness, Josh",FF,118.5,57
595014,"Treinen, Blake",FC,118.5,546
605488,"Springs, Jeffrey",CH,118.5,2162
519151,"Pressly, Ryan",CU,118.5,1210
678692,"Henriquez, Ronny",FF,118.4,433
519043,"Moore, Matt",CH,118.3,984
456713,"Bush, Matt",FF,118.3,540
664123,"Effross, Scott",SI,118.2,446
687863,"Hodge, Porter",SL,118.1,105
656546,"Hoffman, Jeff",SI,118.1,286
592779,"Stewart, Brock",FF,118.0,651
663158,"Suarez, Robert",SI,118.0,645
518886,"Kimbrel, Craig",FF,118.0,3186
607259,"Martinez, Nick",CH,118.0,2224
691799,"Taylor, Grant",SL,117.9,89
801139,"Tolle, Payton",FF,117.9,445
676272,"Miller, Bobby",SI,117.8,614
669203,"Burnes, Corbin",CU,117.8,2473
518553,"Cishek, Steve",FF,117.8,573
448281,"Doolittle, Sean",FF,117.8,702
521230,"Hendriks, Liam",FF,117.7,1492
681293,"Arrighetti, Spencer",CU,117.6,849
664854,"Helsley, Ryan",FF,117.6,2317
696149,"Chandler, Bubba",FF,117.6,661
669373,"Skubal, Tarik",CH,117.6,2897
621237,"Alvarado, José",FC,117.6,1663
690829,"Joyce, Ben",FF,117.5,402
542881,"Anderson, Tyler",CH,117.5,4169
666711,"Peguero, Joel",SI,117.5,108
645261,"Alcantara, Sandy",CH,117.5,3301
677161,"Kelly, Zack",CH,117.4,419
662253,"Muñoz, Andrés",SL,117.4,2399
658551,"Fernández, Junior",SI,117.3,138
641386,"Bowden, Ben",CH,117.3,124
689672,"Thorpe, Drew",CH,117.2,256
518585,"Cruz, Fernando",FS,117.2,1655
628711,"Urías, Julio",SV,117.1,2510
521230,"Hendriks, Liam",SL,117.0,594
664208,"Maton, Phil",CU,117.0,1941
676962,"Brown, Ben",KC,117.0,1267
676272,"Miller, Bobby",CH,116.9,541
623149,"Sewald, Paul",FF,116.9,2656
683618,"Henriquez, Edgardo",FF,116.9,309
801403,"Dollander, Chase",SI,116.9,393
642233,"Yardley, Eric",SI,116.8,228
641927,"Ober, Bailey",CH,116.8,2867
668674,"Erceg, Lucas",SI,116.8,886
623433,"Anderson, Nick",CU,116.7,606
519151,"Pressly, Ryan",SL,116.7,1580
595897,"Burdi, Nick",FF,116.7,151
450203,"Morton, Charlie",CU,116.6,5738
683618,"Henriquez, Edgardo",SL,116.5,85
592222,"Claudio, Alex",SI,116.5,197
657746,"Ryan, Joe",FF,116.5,6133
678495,"Rodríguez, Randy",FF,116.4,875
679883,"Avila, Luinder",CU,116.4,70
670056,"Baragar, Caleb",FF,116.4,288
640462,"Puk, A.J.",FF,116.3,1678
656234,"Bird, Jake",CU,116.3,724
666204,"Jiménez, Dany",SL,116.3,852
656756,"Montgomery, Jordan",CH,116.3,2332
661383,"Ortega, Oliver",SL,116.2,84
694037,"Palencia, Daniel",FF,116.2,1257
657612,"Hill, Tim",SI,116.2,2801
801403,"Dollander, Chase",CU,116.1,454
694738,"Roupp, Landen",CU,116.0,1380
671212,"Boyle, Joe",SL,116.0,849
641360,"Bickford, Phil",FF,116.0,2199
694973,"Skenes, Paul",CU,116.0,374
701656,"Henderson, Logan",CH,116.0,283
543045,"Conley, Adam",CH,115.9,85
663158,"Suarez, Robert",FF,115.9,2199
669276,"Lee, Dylan",SL,115.9,1871
670950,"Richards, Trevor",CH,115.9,2232
687931,"Whisenhunt, Carson",CH,115.8,152
657006,"Steele, Justin",FF,115.8,4555
669330,"Wells, Tyler",CH,115.8,928
661395,"Duran, Jhoan",FF,115.7,1834
543507,"May, Trevor",FF,115.7,1258
621345,"Minter, A.J.",FF,115.6,1866
689981,"Ryan, River",FF,115.6,118
621052,"Reyes, Alex",SL,115.6,346
665660,"Alvarado, Elvis",SI,115.6,169
661395,"Duran, Jhoan",KC,115.5,1077
519326,"Strickland, Hunter",FC,115.5,365
670280,"Bednar, David",FF,115.5,2848
523260,"Kelly, Joe",SI,115.5,907
660271,"Ohtani, Shohei",ST,115.5,2616
670955,"Uceta, Edwin",FF,115.5,1073
676664,"Sears, JP",CU,115.5,363
664875,"Lawrence, Justin",FF,115.4,77
699823,"Davis, Tyler",FF,115.4,134
673380,"Núñez, Dedniel",FF,115.4,329
656638,"Lange, Alex",KC,115.4,761
666619,"Santos, Gregory",SL,115.4,755
681432,"Little, Luke",FF,115.3,396
669704,"Strowd, Kade",FC,115.3,167
686930,"Barnett, Mason",ST,115.2,92
675911,"Strider, Spencer",FF,115.2,4893
689254,"Fluharty, Mason",FC,115.2,763
543056,"Coulombe, Danny",FC,115.1,857
642585,"Bautista, Félix",FS,115.1,684
690953,"Abel, Mick",FF,115.1,509
691725,"Painter, Andrew",CU,115.1,80
701487,"Ohl, Pierson",CH,115.1,205
665660,"Alvarado, Elvis",FF,115.0,483
682052,"Lopez, Jacob",SL,115.0,929
676477,"Whitlock, Garrett",CH,115.0,1203
606160,"Montero, Rafael",SI,115.0,908
670288,"Fishman, Jake",SI,115.0,97
678061,"Kerr, Ray",CU,114.9,365
676263,"Dreyer, Jack",FF,114.9,727
690829,"Joyce, Ben",SI,114.9,192
677053,"Nardi, Andrew",SL,114.9,54
656186,"Altavilla, Dan",SI,114.9,114
656730,"Megill, Trevor",FF,114.9,2358
696147,"Bachman, Sam",SI,114.9,357
665660,"Alvarado, Elvis",SL,114.9,245
622554,"Domínguez, Seranthony",FF,114.9,1896
666808,"Doval, Camilo",SL,114.9,2374
606149,"Gallegos, Giovanny",SL,114.8,1613
691587,"Pérez, Eury",SI,114.8,51
672710,"Contreras, Roansy",ST,114.8,90
661563,"Gil, Luis",FF,114.7,2379
670970,"Morejon, Adrian",FF,114.7,811
670912,"Oviedo, Johan",CU,114.7,809
656629,"Kopech, Michael",FF,114.7,4713
642207,"Williams, Devin",FF,114.7,2087
642547,"Peralta, Freddy",FF,114.7,7445
681870,"Sabrowski, Erik",FF,114.7,795
607192,"Glasnow, Tyler",FF,114.7,3420
689296,"Nunez, Anthony",FF,114.7,112
640462,"Puk, A.J.",SL,114.6,744
545333,"Bauer, Trevor",SI,114.6,104
656061,"Abreu, Albert",SI,114.6,1125
678020,"Halvorsen, Seth",SL,114.6,194
671305,"Otañez, Michel",FF,114.6,293
700712,"Ureña, Walbert",SI,114.6,183
668984,"Legumina, Casey",FF,114.6,781
605498,"Suárez, Andrew",CH,114.6,95
623352,"Hader, Josh",SL,114.6,1460
667498,"Dugger, Robert",CU,114.5,202
623211,"Brazobán, Huascar",CH,114.5,1251
600917,"Leclerc, José",SL,114.5,1043
801403,"Dollander, Chase",FF,114.5,1171
523260,"Kelly, Joe",KC,114.5,817
605483,"Snell, Blake",CU,114.5,2138
693433,"Woo, Bryan",SI,114.5,1654
672860,"Berroa, Prelander",FF,114.4,151
606160,"Montero, Rafael",FF,114.4,2342
523260,"Kelly, Joe",CH,114.4,269
693433,"Woo, Bryan",FF,114.4,3321
683004,"Leiter, Jack",FF,114.4,1731
641729,"Jiménez, Joe",FF,114.3,2172
668716,"Murdock, Noah",ST,114.3,77
672860,"Berroa, Prelander",SL,114.3,196
543037,"Cole, Gerrit",FF,114.3,5929
671737,"Bradley, Taj",SI,114.2,202
656420,"Feyereisen, J.P.",FF,114.2,773
640451,"Harvey, Hunter",SL,114.2,132
493603,"Ottavino, Adam",ST,114.2,1694
608379,"Wacha, Michael",CH,114.2,3760
642547,"Peralta, Freddy",CU,114.2,1587
685801,"Bigge, Hunter",FF,114.2,455
668881,"Greene, Hunter",FF,114.1,4707
641632,"Greene, Conner",SI,114.1,55
671922,"Smith, Cade",FF,114.1,2099
642528,"Loáisiga, Jonathan",FF,114.1,84
453268,"Bard, Daniel",SL,114.1,1377
621237,"Alvarado, José",SI,114.1,3106
656876,"Rasmussen, Drew",FC,114.0,2191
677961,"Wilcox, Cole",SL,114.0,99
641755,"Kinley, Tyler",SL,114.0,2759
694335,"Svanson, Matt",SI,114.0,692
669684,"Murphy, Chris",CU,114.0,336
545333,"Bauer, Trevor",FF,114.0,658
676979,"Crochet, Garrett",FC,114.0,1728
641941,"Pagán, Emilio",FF,114.0,3017
503449,"Peralta, Wily",FS,114.0,494
657097,"Webb, Jacob",CH,113.9,1300
642397,"Soto, Gregory",SI,113.9,2726
682842,"Uribe, Abner",SL,113.9,971
669093,"Estrada, Jeremiah",FF,113.8,1785
676979,"Crochet, Garrett",FF,113.8,3432
622103,"Reyes, Gerardo",FF,113.8,119
669923,"Kirby, George",SI,113.8,2485
572143,"Smith, Burch",ST,113.8,83
547973,"Chapman, Aroldis",FF,113.8,2381
605447,"Romano, Jordan",FF,113.8,2022
642397,"Soto, Gregory",FF,113.7,882
621052,"Reyes, Alex",SI,113.7,296
806960,"Morales, Luis",SL,113.7,64
657376,"Schmidt, Clarke",FC,113.6,1880
680885,"Schwellenbach, Spencer",CU,113.6,455
656814,"Ortiz, Luis",ST,113.5,113
502624,"Anderson, Chase",CH,113.5,1011
554340,"García, Yimi",ST,113.5,143
641745,"Keller, Brad",ST,113.5,218
650633,"King, Michael",CH,113.4,1745
677865,"Bruihl, Justin",SI,113.4,520
595465,"Winkler, Dan",FF,113.4,157
656876,"Rasmussen, Drew",FF,113.4,3024
471911,"Carrasco, Carlos",ST,113.4,54
676831,"Whitley, Kodi",SL,113.3,61
676702,"Stratton, Hunter",FC,113.3,360
678020,"Halvorsen, Seth",FF,113.3,599
673380,"Núñez, Dedniel",SL,113.3,328
650960,"Duarte, Daniel",FC,113.3,113
628317,"Maeda, Kenta",ST,113.3,415
608372,"Sugano, Tomoyuki",ST,113.3,612
681916,"Smith, Dylan",ST,113.3,56
608349,"Knebel, Corey",FF,113.3,848
622608,"Senzatela, Antonio",FC,113.3,137
684049,"Bidois, Brandan",FF,113.2,63
676440,"Bibee, Tanner",CH,113.2,1643
657571,"Ferguson, Caleb",CU,113.2,189
643377,"Jax, Griffin",SI,113.2,460
607625,"Lugo, Seth",SV,113.2,636
681035,"Scott, Christian",FF,113.2,677
689225,"Brieske, Beau",CH,113.2,882
691799,"Taylor, Grant",FC,113.2,102
686218,"Sheehan, Emmet",FF,113.2,1651
656322,"Coonrod, Sam",SI,113.2,452
650895,"Castillo, Diego",SL,113.2,1365
687765,"Spence, Mitch",FC,113.1,1593
669358,"Baz, Shane",FF,113.1,2475
683003,"Jones, Jared",SL,113.1,653
656232,"Bielak, Brandon",SL,113.1,51
650959,"Diplán, Marcos",CU,113.1,138
686580,"Slaten, Justin",FF,113.1,490
622098,"Smith, Drew",FF,113.0,1556
666974,"Cano, Yennier",SI,113.0,1773
661395,"Duran, Jhoan",FS,113.0,1332
656302,"Cease, Dylan",SL,113.0,6555
605441,"Ríos, Yacksel",SI,113.0,144
593334,"Germán, Domingo",CH,113.0,1032
592351,"Gray, Jon",ST,113.0,885
677865,"Bruihl, Justin",CH,112.9,51
689147,"Kerkering, Orion",ST,112.9,1444
669422,"Sauer, Matt",ST,112.9,77
683003,"Jones, Jared",FF,112.9,931
628452,"Iglesias, Raisel",SL,112.9,1004
621016,"Cuas, Jose",FF,112.8,340
669704,"Strowd, Kade",CU,112.8,50
656876,"Rasmussen, Drew",SI,112.8,1022
669062,"Miller, Erik",SI,112.8,244
622554,"Domínguez, Seranthony",ST,112.8,597
662253,"Muñoz, Andrés",FF,112.8,1455
543339,"Hudson, Daniel",FF,112.8,1355
682254,"Montgomery, Mason",FF,112.8,919
605121,"Anderson, Justin",FF,112.7,313
682254,"Montgomery, Mason",SL,112.7,343
672391,"Ort, Kaleb",FF,112.7,1223
677161,"Kelly, Zack",ST,112.7,448
643493,"Pruitt, Austin",SL,112.7,607
596071,"Peters, Dillon",CU,112.7,164
687075,"Sproat, Brandon",ST,112.7,133
683155,"Estes, Joey",ST,112.7,396
600921,"Machado, Andrés",SI,112.7,645
608331,"Fried, Max",CU,112.7,2969
674444,"Cruz, Steven",FF,112.6,578
656302,"Cease, Dylan",CH,112.6,520
593974,"Peralta, Wandy",CH,112.6,1996
672578,"Hernández, Carlos",FF,112.5,2673
673513,"Matsui, Yuki",FF,112.5,936
623465,"Phillips, Evan",FF,112.5,884
678606,"Ferrer, José A.",CH,112.5,567
676831,"Whitley, Kodi",CH,112.5,205
801403,"Dollander, Chase",SL,112.5,340
680704,"Sandlin, Nick",FS,112.4,385
688138,"Evans, Logan",FC,112.4,356
669160,"May, Dustin",FF,112.4,974
607074,"Rodón, Carlos",CH,112.4,1320
669111,"McMillon, John",SL,112.4,109
696149,"Chandler, Bubba",SL,112.4,173
701552,"Granillo, Andre",SL,112.4,369
674384,"Núñez, Eduarniel",FF,112.4,155
547973,"Chapman, Aroldis",FS,112.4,536
544931,"Strasburg, Stephen",CU,112.3,109
676962,"Brown, Ben",SI,112.3,147
685299,"Gordon, Tanner",CH,112.3,494
664076,"Cleavinger, Garrett",SI,112.3,610
663436,"Martin, Davis",ST,112.3,337
681869,"Dubin, Shawn",FC,112.3,130
641871,"Middleton, Keynan",FF,112.2,651
571946,"Miller, Shelby",FF,112.2,1592
607481,"Bummer, Aaron",SI,112.2,2221
693313,"Seymour, Carson",FC,112.2,62
547973,"Chapman, Aroldis",SL,112.2,1258
687209,"Maxwell, Zach",FF,112.2,95
669358,"Baz, Shane",SI,112.2,68
676428,"Hurter, Brant",SI,112.2,1186
519242,"Sale, Chris",SL,112.2,3455
607192,"Glasnow, Tyler",SI,112.1,713
664126,"Fairbanks, Pete",SL,112.1,1592
608665,"Graveman, Kendall",FF,112.1,557
623474,"Herget, Jimmy",SL,112.1,1020
694335,"Svanson, Matt",ST,112.1,495
678606,"Ferrer, José A.",SI,112.0,1528
554431,"Matzek, Tyler",FF,112.0,1645
502085,"Robertson, David",FC,112.0,2315
657746,"Ryan, Joe",CU,112.0,171
666171,"Zeferjahn, Ryan",ST,112.0,457
806188,"Gibson, Cade",CU,112.0,312
606996,"Hart, Kyle",CH,112.0,95
664208,"Maton, Phil",FF,111.9,1097
663556,"McClanahan, Shane",CU,111.9,1390
666200,"Luzardo, Jesús",CH,111.9,2425
676477,"Whitlock, Garrett",SI,111.9,2639
622772,"Cordero, Jimmy",SI,111.9,361
543045,"Conley, Adam",FF,111.9,160
592773,"Stanek, Ryne",SL,111.8,1131
641743,"Kay, Anthony",FC,111.8,285
695445,"Lee, Chase",FF,111.8,123
664285,"Valdez, Framber",CU,111.8,4650
656945,"Scott, Tanner",SL,111.8,3048
656271,"Burke, Brock",CH,111.7,695
678495,"Rodríguez, Randy",SL,111.7,710
695505,"Burns, Chase",FF,111.7,1080
592473,"Kolarek, Adam",SI,111.7,358
606424,"García, Jarlín",CH,111.7,552
663986,"Stephan, Trevor",FF,111.7,1783
668390,"Winn, Cole",FF,111.6,404
686539,"Cronin, Declan",FF,111.6,80
671212,"Boyle, Joe",FF,111.6,1234
695243,"Miller, Mason",SL,111.6,1185
594987,"Sadler, Casey",CU,111.5,183
677161,"Kelly, Zack",SI,111.5,141
657770,"Stout, Eric",ST,111.5,213
693433,"Woo, Bryan",ST,111.5,690
643256,"Cimber, Adam",FF,111.5,971
666661,"Morillo, Juan",FF,111.4,496
657746,"Ryan, Joe",KC,111.4,262
688158,"Morgan, David",CU,111.4,270
656302,"Cease, Dylan",FF,111.4,7234
605242,"Fulmer, Michael",ST,111.4,268
693312,"Nicolas, Kyle",FF,111.4,1017
605540,"Woodruff, Brandon",FF,111.4,2863
680573,"Woods Richardson, Simeon",CH,111.4,522
681402,"Varland, Gus",FF,111.4,647
642546,"Hernández, Jonathan",CH,111.4,249
657265,"Strzelecki, Peter",FF,111.3,633
675660,"Drohan, Shane",FC,111.3,88
674444,"Cruz, Steven",SI,111.3,57
592254,"De León, José",FF,111.3,366
691587,"Pérez, Eury",FF,111.3,2097
548384,"Raley, Brooks",FC,111.3,843
695505,"Burns, Chase",SL,111.3,662
678495,"Rodríguez, Randy",SI,111.3,53
670167,"Schreiber, John",SI,111.3,1016
645261,"Alcantara, Sandy",FC,111.3,2571
671305,"Otañez, Michel",SI,111.3,111
686751,"Johnson, Seth",FF,111.3,161
805299,"Garcia, Brandyn",ST,111.3,84
642770,"Guerra, Javy",FF,111.3,177
669199,"Bachar, Lake",SL,111.3,384
477132,"Kershaw, Clayton",SL,111.2,3506
453178,"Kennedy, Ian",FF,111.2,1637
668970,"Hollowell, Gavin",FF,111.2,270
642239,"Zastryzny, Rob",CH,111.2,55
572020,"Paxton, James",CH,111.2,230
621121,"McCullers Jr., Lance",ST,111.2,1548
657272,"Uelmen, Erich",SI,111.2,131
518489,"Brasier, Ryan",SI,111.2,388
669062,"Miller, Erik",CH,111.2,556
641394,"Brentz, Jake",FF,111.2,731
543339,"Hudson, Daniel",SL,111.1,882
643290,"Dunn, Justin",CU,111.1,391
608717,"Stratton, Chris",CU,111.1,1236
676092,"Snider, Collin",FF,111.1,400
676702,"Stratton, Hunter",SL,111.1,233
592094,"Adam, Jason",CH,111.1,1410
503285,"O'Day, Darren",FF,111.1,254
679775,"Backhus, Kyle",SI,111.1,391
679885,"Martinez, Justin",SI,111.1,614
622772,"Cordero, Jimmy",SL,111.0,143
686752,"Pepiot, Ryan",FF,111.0,3068
594835,"Gonzales, Marco",CH,111.0,1738
683769,"Gaddis, Hunter",CH,111.0,497
598286,"Ramirez, Nick",CH,111.0,370
527054,"Teheran, Julio",CU,110.9,124
665001,"Kelley, Trevor",FF,110.9,294
680736,"Wrobleski, Justin",FF,110.9,1131
642397,"Soto, Gregory",SL,110.9,1819
592390,"Hembree, Heath",SL,110.9,690
683175,"Phillips, Connor",FF,110.9,739
677955,"Hill, Jaden",SI,110.9,286
701656,"Henderson, Logan",FF,110.9,371
472610,"García, Luis",ST,110.9,1047
595411,"Sherriff, Ryan",SI,110.9,213
543238,"Gose, Anthony",FF,110.9,332
686751,"Johnson, Seth",SL,110.9,73
673929,"Leasure, Jordan",FF,110.8,1121
693645,"Schlittler, Cam",SI,110.8,322
502706,"Holland, Derek",CH,110.8,80
675627,"Grove, Michael",SI,110.8,250
665734,"Felipe, Angel",SL,110.8,86
656641,"Latz, Jacob",CH,110.8,575
689147,"Kerkering, Orion",SI,110.7,469
670990,"Ramírez, Yohan",FF,110.7,837
694335,"Svanson, Matt",FC,110.7,264
672715,"Patiño, Luis",FF,110.7,1123
691172,"Zulueta, Yosver",SI,110.7,233
694361,"Klein, Will",FC,110.7,51
687377,"Ribalta, Orlando",FF,110.7,259
656322,"Coonrod, Sam",FF,110.7,224
664076,"Cleavinger, Garrett",FC,110.7,259
682825,"Mey, Luis",SI,110.7,440
676254,"Walker, Ryan",SI,110.7,2015
664076,"Cleavinger, Garrett",FF,110.6,750
605540,"Woodruff, Brandon",CH,110.6,1296
475479,"Phelps, David",CH,110.6,86
674370,"Bido, Osvaldo",ST,110.6,76
677955,"Hill, Jaden",FF,110.6,211
669704,"Strowd, Kade",SI,110.6,62
669923,"Kirby, George",FF,110.6,4142
623451,"Stephens, Jackson",CU,110.6,281
605397,"Musgrove, Joe",FC,110.6,1748
687863,"Hodge, Porter",FF,110.6,710
676282,"Cantillo, Joey",CH,110.6,1042
686839,"White, Brendan",FF,110.5,211
806960,"Morales, Luis",FF,110.5,575
701542,"Warren, Will",FF,110.5,1786
696136,"Wicks, Jordan",CH,110.5,446
678020,"Halvorsen, Seth",FS,110.5,216
680742,"Bowlan, Jonathan",FF,110.5,376
655889,"Rodríguez, Manuel",SI,110.5,562
664353,"Urquidy, José",CH,110.5,1068
605441,"Ríos, Yacksel",FS,110.5,66
596027,"Maples, Dillon",SL,110.5,201
677053,"Nardi, Andrew",FF,110.5,1603
663558,"Morán, Jovani",CH,110.5,895
668678,"Gallen, Zac",KC,110.5,3406
657585,"Garrett, Reed",SI,110.5,429
518617,"Diekman, Jake",SI,110.4,761
592773,"Stanek, Ryne",SI,110.4,51
592773,"Stanek, Ryne",FF,110.4,3443
682825,"Mey, Luis",SL,110.4,195
669084,"Hall, DL",SI,110.4,182
628711,"Urías, Julio",FC,110.4,171
641501,"Danish, Tyler",ST,110.4,268
664299,"Javier, Cristian",FF,110.4,5287
663542,"Hudson, Bryan",FF,110.4,1136
702273,"Schultz, Noah",ST,110.4,142
656730,"Megill, Trevor",KC,110.3,1148
676051,"Heuer, Codi",SL,110.3,243
643377,"Jax, Griffin",FF,110.3,1848
446372,"Kluber, Corey",CU,110.3,1342
592791,"Taillon, Jameson",ST,110.3,1250
621052,"Reyes, Alex",FF,110.3,383
543022,"Chatwood, Tyler",SI,110.3,272
608718,"Suter, Brent",FF,110.2,2977
622786,"Tinoco, Jesus",SL,110.2,616
669459,"Nelson, Kyle",FC,110.2,161
681882,"Selby, Colin",SI,110.2,293
656848,"Petersen, Michael",CH,110.2,61
676974,"Meyer, Max",SL,110.2,1021
681982,"Anderson, Grant",FF,110.2,789
681168,"Curvelo, Luis",SI,110.2,75
542947,"Bleier, Richard",SI,110.2,984
665625,"Peguero, Elvis",SI,110.2,1071
519141,"Pomeranz, Drew",FF,110.2,1202
663423,"Thornton, Trent",ST,110.1,870
681168,"Curvelo, Luis",SL,110.1,131
669160,"May, Dustin",CU,110.1,71
594580,"Moll, Sam",FF,110.1,571
669302,"Gilbert, Logan",CU,110.1,647
643338,"Green, Chad",FF,110.1,2004
600917,"Leclerc, José",FC,110.1,384
593619,"Tapia, Domingo",SI,110.1,552
693686,"Miles, Spencer",SI,110.1,196
621381,"Strahm, Matt",CU,110.1,121
678906,"Teng, Kai-Wei",ST,110.1,440
655889,"Rodríguez, Manuel",FF,110.1,291
476595,"Luetge, Lucas",FC,110.1,1442
650382,"Hernández, Darwinzon",FF,110.1,679
680570,"Rodriguez, Grayson",FF,110.1,2088
670167,"Schreiber, John",FF,110.1,1213
623474,"Herget, Jimmy",ST,110.1,1110
687570,"Prielipp, Connor",CH,110.1,63
528748,"Castellanos, Humberto",CU,110.1,342
669062,"Miller, Erik",FF,110.0,791
596112,"Stephenson, Robert",SL,110.0,867
671345,"Foley, Jason",SI,110.0,1932
702273,"Schultz, Noah",FC,110.0,120
676105,"Criswell, Jeff",CH,110.0,51
451584,"Davis, Wade",FC,110.0,243
671109,"Eder, Jake",CH,110.0,53
676879,"Ashby, Aaron",SL,109.9,1063
621051,"Wilson, Steven",FF,109.9,1394
607231,"Gant, John",FC,109.9,386
571871,"Krol, Ian",SI,109.9,60
642016,"Robert, Daniel",ST,109.9,163
670280,"Bednar, David",FS,109.9,1142
647336,"Soroka, Michael",SV,109.9,975
693645,"Schlittler, Cam",FF,109.9,1265
689147,"Kerkering, Orion",FF,109.9,792
645261,"Alcantara, Sandy",SI,109.9,3506
621363,"Poche, Colin",FF,109.9,1929
676571,"Poulin, PJ",SI,109.9,84
642003,"Reed, Cody",SI,109.9,79
675916,"Karinchak, James",CU,109.9,948
646241,"De Jesus, Enmanuel",FC,109.9,74
657571,"Ferguson, Caleb",SV,109.9,423
621381,"Strahm, Matt",SI,109.8,704
676508,"Casparius, Ben",CU,109.8,180
669020,"Rolison, Ryan",FF,109.8,437
669062,"Miller, Erik",SL,109.8,239
666157,"Lodolo, Nick",CU,109.8,2089
681190,"Vásquez, Randy",CU,109.8,774
605359,"Marshall, Evan",FF,109.8,105
548389,"Stripling, Ross",CH,109.7,1396
690997,"McLean, Nolan",FF,109.7,280
628345,"Núñez, Darien",CH,109.7,60
659275,"Lamet, Dinelson",SL,109.7,1003
605280,"Holmes, Clay",SL,109.7,1179
542585,"Cisnero, José",FF,109.7,1066
657240,"Merryweather, Julian",CH,109.7,91
695549,"Jobe, Jackson",SL,109.7,268
666745,"Brito, Jhony",SI,109.7,633
663992,"Lovelady, Richard",SI,109.7,498
687792,"Herz, DJ",CH,109.7,388
664123,"Effross, Scott",ST,109.7,447
682120,"Herrin, Tim",FF,109.7,782
622251,"Staumont, Josh",SI,109.7,468
548384,"Raley, Brooks",ST,109.6,1308
642239,"Zastryzny, Rob",FF,109.6,291
596027,"Maples, Dillon",CU,109.6,71
683004,"Leiter, Jack",SI,109.6,399
622098,"Smith, Drew",CU,109.6,92
666374,"Brash, Matt",SI,109.6,257
607572,"Howard, Sam",SL,109.6,464
